                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.2624,                0.69308,                0.89508,                0.64523,                 0.5781,                0.62168,                0.35391,                   1.51,                 1.2941,                0.96975,              0.0014195,              0.0014195,              0.0014195
                    153,                 1.3103,                0.72952,                0.88864,                0.64523,                 0.5781,                0.62168,                0.35391,                   1.51,                 1.2941,                0.96975,              0.0014178,              0.0014178,              0.0014178
                    154,                 1.2545,                0.71503,                0.90898,                0.65612,                0.61363,                0.64289,                0.36549,                 1.5046,                  1.154,                0.95892,              0.0014161,              0.0014161,              0.0014161
                    155,                 1.3141,                0.75894,                0.90865,                0.65612,                0.61363,                0.64289,                0.36549,                 1.5046,                  1.154,                0.95892,              0.0014145,              0.0014145,              0.0014145
                    156,                 1.3274,                0.74363,                0.90468,                0.65016,                0.66234,                 0.6612,                0.37495,                 1.4966,                 1.0593,                0.95594,              0.0014128,              0.0014128,              0.0014128
                    157,                 1.3018,                  0.749,                0.90468,                0.65016,                0.66234,                 0.6612,                0.37495,                 1.4966,                 1.0593,                0.95594,              0.0014112,              0.0014112,              0.0014112
                    158,                  1.294,                0.76073,                0.90284,                0.67291,                0.66474,                0.66655,                0.37908,                 1.5337,                 1.0389,                0.96462,              0.0014095,              0.0014095,              0.0014095
                    159,                 1.3093,                0.73409,                0.89749,                0.67291,                0.66474,                0.66655,                0.37908,                 1.5337,                 1.0389,                0.96462,              0.0014079,              0.0014079,              0.0014079
                    160,                 1.2782,                0.73582,                0.91676,                0.68513,                0.67224,                0.68771,                0.37591,                 1.6051,                 1.0556,                0.98704,              0.0014062,              0.0014062,              0.0014062
                    161,                 1.3011,                0.75743,                0.89002,                0.68513,                0.67224,                0.68771,                0.37591,                 1.6051,                 1.0556,                0.98704,              0.0014046,              0.0014046,              0.0014046
                    162,                 1.3104,                0.75126,                0.90604,                0.68856,                0.65144,                0.67971,                0.37853,                 1.5921,                 1.0852,                0.97934,              0.0014029,              0.0014029,              0.0014029
                    163,                 1.2752,                0.73802,                0.90641,                0.68856,                0.65144,                0.67971,                0.37853,                 1.5921,                 1.0852,                0.97934,              0.0014013,              0.0014013,              0.0014013
                    164,                 1.2924,                0.75313,                0.90286,                0.67219,                0.64844,                0.66804,                0.37582,                 1.5053,                  1.209,                0.95934,              0.0013996,              0.0013996,              0.0013996
                    165,                 1.2551,                0.73112,                0.88549,                0.67219,                0.64844,                0.66804,                0.37582,                 1.5053,                  1.209,                0.95934,               0.001398,               0.001398,               0.001398
                    166,                 1.3398,                0.77908,                0.90715,                0.72264,                0.66658,                 0.7049,                0.39728,                 1.4837,                 1.0925,                0.94472,              0.0013963,              0.0013963,              0.0013963
                    167,                 1.2871,                0.71872,                 0.9028,                0.72264,                0.66658,                 0.7049,                0.39728,                 1.4837,                 1.0925,                0.94472,              0.0013947,              0.0013947,              0.0013947
                    168,                 1.3023,                0.74578,                0.91362,                0.72097,                0.65208,                0.70311,                0.39532,                  1.505,                 1.1523,                0.95047,               0.001393,               0.001393,               0.001393
                    169,                 1.3002,                0.74062,                0.90597,                0.72097,                0.65208,                0.70311,                0.39532,                  1.505,                 1.1523,                0.95047,              0.0013914,              0.0013914,              0.0013914
                    170,                 1.2978,                 0.7369,                0.89798,                 0.7262,                0.61384,                0.68298,                0.38048,                 1.5675,                 1.1758,                0.97101,              0.0013897,              0.0013897,              0.0013897
                    171,                 1.2704,                0.77279,                0.91533,                 0.7262,                0.61384,                0.68298,                0.38048,                 1.5675,                 1.1758,                0.97101,              0.0013881,              0.0013881,              0.0013881
                    172,                  1.277,                0.73642,                0.89643,                0.68842,                0.64602,                0.68156,                0.37582,                 1.5743,                 1.0947,                0.98074,              0.0013864,              0.0013864,              0.0013864
                    173,                 1.3151,                0.71338,                0.88776,                0.68842,                0.64602,                0.68156,                0.37582,                 1.5743,                 1.0947,                0.98074,              0.0013848,              0.0013848,              0.0013848
                    174,                  1.307,                0.78152,                0.89019,                0.65599,                0.64815,                0.66021,                0.35458,                 1.6145,                 1.0467,                0.98414,              0.0013831,              0.0013831,              0.0013831
                    175,                 1.3056,                0.74651,                0.91569,                0.65599,                0.64815,                0.66021,                0.35458,                 1.6145,                 1.0467,                0.98414,              0.0013815,              0.0013815,              0.0013815
                    176,                 1.3023,                0.72724,                0.89356,                0.61762,                0.63917,                0.64493,                0.35427,                 1.5635,                 1.0349,                0.97599,              0.0013798,              0.0013798,              0.0013798
                    177,                 1.3113,                0.74645,                0.90011,                0.61762,                0.63917,                0.64493,                0.35427,                 1.5635,                 1.0349,                0.97599,              0.0013782,              0.0013782,              0.0013782
                    178,                 1.3064,                0.74895,                0.89187,                0.63357,                0.65986,                0.68059,                0.38599,                 1.4717,                 1.0297,                0.95927,              0.0013765,              0.0013765,              0.0013765
                    179,                 1.3211,                0.78904,                0.92061,                0.63357,                0.65986,                0.68059,                0.38599,                 1.4717,                 1.0297,                0.95927,              0.0013749,              0.0013749,              0.0013749
                    180,                 1.2522,                0.74647,                0.89974,                0.72256,                0.66466,                 0.7084,                0.40104,                 1.4554,                0.93067,                0.96407,              0.0013732,              0.0013732,              0.0013732
                    181,                 1.2747,                0.75222,                0.90245,                0.72256,                0.66466,                 0.7084,                0.40104,                 1.4554,                0.93067,                0.96407,              0.0013716,              0.0013716,              0.0013716
                    182,                 1.2166,                0.72561,                0.89678,                0.70712,                0.61799,                0.66858,                0.37584,                 1.5171,                0.88447,                0.98339,              0.0013699,              0.0013699,              0.0013699
                    183,                 1.3009,                0.72884,                0.89623,                0.70712,                0.61799,                0.66858,                0.37584,                 1.5171,                0.88447,                0.98339,              0.0013683,              0.0013683,              0.0013683
                    184,                  1.428,                0.78978,                0.90286,                0.72058,                0.62693,                0.68819,                 0.3895,                 1.4869,                0.85329,                0.97675,              0.0013666,              0.0013666,              0.0013666
                    185,                 1.2558,                0.73226,                0.90146,                0.72058,                0.62693,                0.68819,                 0.3895,                 1.4869,                0.85329,                0.97675,               0.001365,               0.001365,               0.001365
                    186,                 1.2655,                0.73783,                0.89434,                0.70658,                0.65811,                0.72307,                0.39646,                 1.4809,                0.83613,                0.96984,              0.0013633,              0.0013633,              0.0013633
                    187,                 1.2799,                0.73141,                0.90157,                0.70658,                0.65811,                0.72307,                0.39646,                 1.4809,                0.83613,                0.96984,              0.0013617,              0.0013617,              0.0013617
                    188,                 1.2672,                0.71754,                0.88988,                0.64198,                0.69703,                0.71314,                0.37696,                 1.4998,                0.88962,                 0.9671,                0.00136,                0.00136,                0.00136
                    189,                 1.2355,                0.74891,                0.89159,                0.64198,                0.69703,                0.71314,                0.37696,                 1.4998,                0.88962,                 0.9671,              0.0013584,              0.0013584,              0.0013584
                    190,                 1.2421,                0.73818,                 0.8851,                0.67568,                 0.6667,                0.70565,                0.36952,                  1.516,                0.90871,                0.96842,              0.0013567,              0.0013567,              0.0013567
                    191,                 1.2143,                0.68656,                0.87409,                0.67568,                 0.6667,                0.70565,                0.36952,                  1.516,                0.90871,                0.96842,              0.0013551,              0.0013551,              0.0013551
                    192,                 1.2646,                0.71275,                 0.8845,                 0.6692,                0.70762,                0.71507,                0.37713,                 1.5482,                0.87964,                0.97555,              0.0013534,              0.0013534,              0.0013534
                    193,                 1.2493,                0.75039,                0.89196,                 0.6692,                0.70762,                0.71507,                0.37713,                 1.5482,                0.87964,                0.97555,              0.0013518,              0.0013518,              0.0013518
                    194,                 1.2569,                0.72551,                0.90354,                0.66764,                0.69615,                0.71741,                0.39153,                  1.509,                0.86656,                0.96482,              0.0013501,              0.0013501,              0.0013501
                    195,                 1.3323,                0.76916,                0.92766,                0.66764,                0.69615,                0.71741,                0.39153,                  1.509,                0.86656,                0.96482,              0.0013485,              0.0013485,              0.0013485
                    196,                 1.3139,                0.78017,                0.89452,                0.68348,                0.68674,                0.70907,                0.39187,                 1.5088,                0.86463,                0.95794,              0.0013468,              0.0013468,              0.0013468
                    197,                 1.2539,                0.76532,                0.90972,                0.68348,                0.68674,                0.70907,                0.39187,                 1.5088,                0.86463,                0.95794,              0.0013452,              0.0013452,              0.0013452
                    198,                 1.2713,                0.74795,                0.90781,                0.66349,                0.67645,                0.70223,                0.38579,                 1.5151,                0.86411,                0.96367,              0.0013435,              0.0013435,              0.0013435
                    199,                 1.2939,                0.71971,                0.90266,                0.66349,                0.67645,                0.70223,                0.38579,                 1.5151,                0.86411,                0.96367,              0.0013419,              0.0013419,              0.0013419
                    200,                 1.3627,                0.81435,                0.89548,                0.63312,                0.65596,                0.68693,                 0.3605,                  1.614,                0.91746,                0.99074,              0.0013402,              0.0013402,              0.0013402
                    201,                 1.3046,                0.77717,                0.89568,                0.63312,                0.65596,                0.68693,                 0.3605,                  1.614,                0.91746,                0.99074,              0.0013386,              0.0013386,              0.0013386
                    202,                 1.2881,                0.74956,                 0.9211,                0.60207,                0.65518,                0.66665,                0.35786,                 1.5891,                0.96419,                0.98727,              0.0013369,              0.0013369,              0.0013369
                    203,                 1.3459,                0.85783,                0.93917,                0.60207,                0.65518,                0.66665,                0.35786,                 1.5891,                0.96419,                0.98727,              0.0013353,              0.0013353,              0.0013353
                    204,                  1.231,                0.72779,                 0.8954,                0.63116,                0.64436,                 0.6708,                0.36248,                  1.528,                0.96232,                0.97336,              0.0013336,              0.0013336,              0.0013336
                    205,                 1.2574,                 0.7385,                0.89429,                0.63116,                0.64436,                 0.6708,                0.36248,                  1.528,                0.96232,                0.97336,               0.001332,               0.001332,               0.001332
                    206,                 1.3302,                0.77971,                 0.9054,                0.63958,                0.63293,                0.67087,                0.36352,                 1.4999,                0.94294,                0.96814,              0.0013303,              0.0013303,              0.0013303
                    207,                 1.2742,                0.70625,                0.89222,                0.63958,                0.63293,                0.67087,                0.36352,                 1.4999,                0.94294,                0.96814,              0.0013287,              0.0013287,              0.0013287
                    208,                 1.3149,                0.71048,                0.89541,                0.66238,                0.61966,                0.67738,                0.36009,                 1.5267,                0.94947,                0.97337,               0.001327,               0.001327,               0.001327
                    209,                 1.2829,                0.70048,                0.90968,                0.66238,                0.61966,                0.67738,                0.36009,                 1.5267,                0.94947,                0.97337,              0.0013254,              0.0013254,              0.0013254
                    210,                 1.2595,                 0.7067,                0.89065,                0.67207,                0.63078,                0.68349,                0.35979,                 1.5351,                0.92824,                0.97654,              0.0013237,              0.0013237,              0.0013237
                    211,                 1.2226,                0.69791,                0.88404,                0.67207,                0.63078,                0.68349,                0.35979,                 1.5351,                0.92824,                0.97654,              0.0013221,              0.0013221,              0.0013221
                    212,                 1.2011,                 0.6732,                0.88665,                0.64183,                0.65397,                0.67881,                0.37041,                 1.5075,                0.90368,                  0.974,              0.0013204,              0.0013204,              0.0013204
                    213,                 1.2609,                0.70259,                0.90132,                0.64183,                0.65397,                0.67881,                0.37041,                 1.5075,                0.90368,                  0.974,              0.0013188,              0.0013188,              0.0013188
                    214,                 1.2938,                0.74507,                0.89447,                0.67096,                0.67554,                0.70843,                0.38473,                 1.4862,                0.88357,                 0.9692,              0.0013171,              0.0013171,              0.0013171
                    215,                 1.3242,                0.71164,                0.89078,                0.67096,                0.67554,                0.70843,                0.38473,                 1.4862,                0.88357,                 0.9692,              0.0013155,              0.0013155,              0.0013155
                    216,                 1.2303,                0.71533,                0.89172,                0.66782,                0.65721,                0.70521,                0.38432,                  1.506,                0.91403,                0.97595,              0.0013138,              0.0013138,              0.0013138
                    217,                 1.2709,                0.70556,                0.88487,                0.66782,                0.65721,                0.70521,                0.38432,                  1.506,                0.91403,                0.97595,              0.0013122,              0.0013122,              0.0013122
                    218,                 1.2774,                0.74684,                0.89815,                0.66641,                0.64815,                  0.693,                 0.3772,                 1.5409,                0.93493,                0.98264,              0.0013105,              0.0013105,              0.0013105
                    219,                 1.3098,                0.71461,                0.90652,                0.66641,                0.64815,                  0.693,                 0.3772,                 1.5409,                0.93493,                0.98264,              0.0013089,              0.0013089,              0.0013089
                    220,                 1.3086,                0.72259,                0.90702,                 0.6604,                0.62044,                0.67083,                0.36298,                  1.561,                0.99705,                0.98657,              0.0013072,              0.0013072,              0.0013072
                    221,                 1.2411,                0.69509,                0.88564,                 0.6604,                0.62044,                0.67083,                0.36298,                  1.561,                0.99705,                0.98657,              0.0013056,              0.0013056,              0.0013056
                    222,                 1.2753,                0.71841,                0.89407,                0.66013,                0.63001,                0.67574,                0.36485,                 1.5293,                 1.0511,                0.97893,              0.0013039,              0.0013039,              0.0013039
                    223,                 1.2458,                0.73026,                0.89329,                0.66013,                0.63001,                0.67574,                0.36485,                 1.5293,                 1.0511,                0.97893,              0.0013023,              0.0013023,              0.0013023
                    224,                 1.2342,                0.68475,                0.90037,                0.66934,                0.62688,                0.67451,                  0.377,                 1.4872,                 1.0869,                0.96564,              0.0013006,              0.0013006,              0.0013006
                    225,                 1.1919,                0.68537,                0.88435,                0.66934,                0.62688,                0.67451,                  0.377,                 1.4872,                 1.0869,                0.96564,               0.001299,               0.001299,               0.001299
                    226,                 1.2492,                0.71082,                0.88348,                 0.6714,                0.64229,                0.70304,                0.38426,                 1.4882,                 1.0543,                0.96362,              0.0012973,              0.0012973,              0.0012973
                    227,                 1.2824,                0.68907,                0.89713,                 0.6714,                0.64229,                0.70304,                0.38426,                 1.4882,                 1.0543,                0.96362,              0.0012957,              0.0012957,              0.0012957
                    228,                 1.2512,                0.70048,                0.90026,                0.68729,                0.63426,                0.70105,                0.37452,                  1.526,                 1.0394,                0.97372,               0.001294,               0.001294,               0.001294
                    229,                  1.215,                0.72268,                0.89198,                0.68729,                0.63426,                0.70105,                0.37452,                  1.526,                 1.0394,                0.97372,              0.0012924,              0.0012924,              0.0012924
                    230,                   1.19,                0.67818,                0.87633,                0.66346,                0.64601,                0.68897,                 0.3494,                 1.6306,                 1.0038,                 1.0035,              0.0012907,              0.0012907,              0.0012907
                    231,                 1.2933,                0.71336,                0.88413,                0.66346,                0.64601,                0.68897,                 0.3494,                 1.6306,                 1.0038,                 1.0035,              0.0012891,              0.0012891,              0.0012891
                    232,                 1.3862,                0.73325,                0.92717,                0.65882,                0.66233,                0.69071,                0.34759,                 1.6218,                  0.949,                 1.0003,              0.0012874,              0.0012874,              0.0012874
                    233,                 1.3035,                0.75418,                0.89325,                0.65882,                0.66233,                0.69071,                0.34759,                 1.6218,                  0.949,                 1.0003,              0.0012858,              0.0012858,              0.0012858
                    234,                  1.365,                0.70654,                0.93118,                 0.6962,                0.65733,                0.69763,                0.36264,                 1.5633,                0.89775,                0.98563,              0.0012841,              0.0012841,              0.0012841
                    235,                  1.196,                0.68728,                 0.8894,                 0.6962,                0.65733,                0.69763,                0.36264,                 1.5633,                0.89775,                0.98563,              0.0012825,              0.0012825,              0.0012825
                    236,                  1.229,                0.70682,                0.88767,                0.71424,                0.67104,                0.71067,                0.37594,                 1.5518,                 0.8652,                0.98361,              0.0012808,              0.0012808,              0.0012808
                    237,                 1.2355,                0.69004,                0.89127,                0.71424,                0.67104,                0.71067,                0.37594,                 1.5518,                 0.8652,                0.98361,              0.0012792,              0.0012792,              0.0012792
                    238,                  1.331,                0.68671,                0.90011,                0.73509,                0.69395,                0.74286,                0.39481,                 1.5151,                0.84319,                0.97116,              0.0012775,              0.0012775,              0.0012775
                    239,                  1.176,                0.66622,                0.90528,                0.73509,                0.69395,                0.74286,                0.39481,                 1.5151,                0.84319,                0.97116,              0.0012759,              0.0012759,              0.0012759
                    240,                 1.3959,                0.71294,                0.89438,                0.71937,                  0.719,                0.77109,                 0.4085,                 1.5105,                0.85347,                0.96799,              0.0012742,              0.0012742,              0.0012742
                    241,                  1.231,                0.68363,                0.89381,                0.71937,                  0.719,                0.77109,                 0.4085,                 1.5105,                0.85347,                0.96799,              0.0012726,              0.0012726,              0.0012726
                    242,                 1.2058,                0.66572,                0.88302,                0.77495,                0.64815,                0.75104,                0.39064,                   1.56,                0.87655,                0.98155,              0.0012709,              0.0012709,              0.0012709
                    243,                 1.2661,                0.71907,                0.89943,                0.77495,                0.64815,                0.75104,                0.39064,                   1.56,                0.87655,                0.98155,              0.0012693,              0.0012693,              0.0012693
                    244,                 1.2833,                0.70578,                 0.9107,                0.75697,                0.66401,                 0.7436,                0.39004,                 1.5614,                0.88261,                0.98125,              0.0012676,              0.0012676,              0.0012676
                    245,                 1.2956,                0.74182,                0.90759,                0.75697,                0.66401,                 0.7436,                0.39004,                 1.5614,                0.88261,                0.98125,               0.001266,               0.001266,               0.001266
                    246,                 1.2575,                0.68321,                0.88788,                0.76178,                  0.674,                0.74973,                0.39933,                 1.5138,                0.88425,                0.97135,              0.0012643,              0.0012643,              0.0012643
                    247,                 1.1904,                0.67829,                0.89247,                0.76178,                  0.674,                0.74973,                0.39933,                 1.5138,                0.88425,                0.97135,              0.0012627,              0.0012627,              0.0012627
                    248,                 1.2134,                0.65279,                 0.8808,                 0.7634,                0.67338,                0.75469,                0.41076,                  1.464,                0.89065,                0.96229,               0.001261,               0.001261,               0.001261
                    249,                  1.179,                0.66334,                0.90042,                 0.7634,                0.67338,                0.75469,                0.41076,                  1.464,                0.89065,                0.96229,              0.0012594,              0.0012594,              0.0012594
                    250,                 1.2167,                0.65497,                0.87731,                0.76852,                0.66365,                0.74825,                0.41203,                 1.4511,                0.90374,                0.95699,              0.0012577,              0.0012577,              0.0012577
                    251,                 1.2344,                0.67196,                0.88808,                0.76852,                0.66365,                0.74825,                0.41203,                 1.4511,                0.90374,                0.95699,              0.0012561,              0.0012561,              0.0012561
                    252,                  1.163,                0.65274,                0.88994,                0.75493,                 0.6752,                0.75528,                0.40876,                 1.4885,                0.90701,                0.96405,              0.0012544,              0.0012544,              0.0012544
                    253,                 1.1996,                0.66743,                0.88895,                0.75493,                 0.6752,                0.75528,                0.40876,                 1.4885,                0.90701,                0.96405,              0.0012528,              0.0012528,              0.0012528
                    254,                 1.1496,                0.66459,                0.86804,                0.74823,                0.67802,                0.75201,                0.40423,                 1.4914,                0.86112,                0.96332,              0.0012511,              0.0012511,              0.0012511
                    255,                 1.2269,                0.66512,                0.89352,                0.74823,                0.67802,                0.75201,                0.40423,                 1.4914,                0.86112,                0.96332,              0.0012495,              0.0012495,              0.0012495
                    256,                 1.1853,                0.64062,                0.88457,                0.74674,                0.68218,                0.75944,                0.40821,                 1.4611,                0.82575,                0.96207,              0.0012478,              0.0012478,              0.0012478
                    257,                 1.1533,                0.68816,                0.89205,                0.74674,                0.68218,                0.75944,                0.40821,                 1.4611,                0.82575,                0.96207,              0.0012462,              0.0012462,              0.0012462
                    258,                  1.214,                0.69724,                0.87646,                 0.7464,                0.70496,                0.75031,                0.40794,                 1.4589,                 0.8092,                0.96818,              0.0012445,              0.0012445,              0.0012445
                    259,                 1.1683,                0.63797,                0.87053,                 0.7464,                0.70496,                0.75031,                0.40794,                 1.4589,                 0.8092,                0.96818,              0.0012429,              0.0012429,              0.0012429
                    260,                 1.1574,                0.65285,                0.88654,                0.72959,                0.67001,                0.70255,                0.38667,                  1.507,                0.83935,                0.97952,              0.0012412,              0.0012412,              0.0012412
                    261,                 1.1423,                0.62412,                0.87184,                0.72959,                0.67001,                0.70255,                0.38667,                  1.507,                0.83935,                0.97952,              0.0012396,              0.0012396,              0.0012396
                    262,                 1.2206,                0.63851,                0.87154,                0.70708,                0.66026,                0.68853,                 0.3736,                 1.5345,                0.88959,                0.97856,              0.0012379,              0.0012379,              0.0012379
                    263,                 1.1815,                0.66611,                0.89326,                0.70708,                0.66026,                0.68853,                 0.3736,                 1.5345,                0.88959,                0.97856,              0.0012363,              0.0012363,              0.0012363
                    264,                 1.1881,                0.63665,                0.87671,                0.74339,                0.66785,                0.71167,                0.37992,                 1.5248,                0.94908,                0.97078,              0.0012346,              0.0012346,              0.0012346
                    265,                 1.1491,                 0.6442,                0.88369,                0.74339,                0.66785,                0.71167,                0.37992,                 1.5248,                0.94908,                0.97078,               0.001233,               0.001233,               0.001233
                    266,                 1.1439,                0.69352,                0.89916,                 0.7219,                0.68514,                0.72599,                0.39043,                  1.523,                0.98605,                0.96611,              0.0012313,              0.0012313,              0.0012313
                    267,                 1.2295,                 0.6786,                0.88177,                 0.7219,                0.68514,                0.72599,                0.39043,                  1.523,                0.98605,                0.96611,              0.0012297,              0.0012297,              0.0012297
                    268,                 1.1589,                0.64639,                0.88747,                0.73064,                0.65715,                0.73039,                 0.3945,                 1.5077,                0.95829,                0.96372,               0.001228,               0.001228,               0.001228
                    269,                 1.2963,                0.67512,                0.88305,                0.73064,                0.65715,                0.73039,                 0.3945,                 1.5077,                0.95829,                0.96372,              0.0012264,              0.0012264,              0.0012264
                    270,                 1.1937,                0.66232,                 0.8811,                0.73139,                0.65715,                0.73745,                0.40318,                 1.4765,                0.93151,                0.95867,              0.0012247,              0.0012247,              0.0012247
                    271,                 1.2148,                0.66591,                0.88289,                0.73139,                0.65715,                0.73745,                0.40318,                 1.4765,                0.93151,                0.95867,              0.0012231,              0.0012231,              0.0012231
                    272,                  1.244,                0.68504,                0.88063,                0.74876,                0.66545,                0.75894,                0.41024,                 1.4967,                 0.9122,                 0.9613,              0.0012214,              0.0012214,              0.0012214
                    273,                 1.1807,                0.66942,                0.85691,                0.74876,                0.66545,                0.75894,                0.41024,                 1.4967,                 0.9122,                 0.9613,              0.0012198,              0.0012198,              0.0012198
                    274,                  1.159,                0.66285,                0.88326,                0.76947,                0.69949,                0.77234,                0.41605,                 1.4915,                0.87825,                0.95984,              0.0012181,              0.0012181,              0.0012181
                    275,                 1.2204,                0.64938,                0.89071,                0.76947,                0.69949,                0.77234,                0.41605,                 1.4915,                0.87825,                0.95984,              0.0012165,              0.0012165,              0.0012165
                    276,                 1.2241,                0.66948,                0.88136,                0.78882,                0.68281,                0.76742,                0.41303,                 1.4729,                0.84557,                0.95729,              0.0012148,              0.0012148,              0.0012148
                    277,                 1.2173,                0.68639,                0.88794,                0.78882,                0.68281,                0.76742,                0.41303,                 1.4729,                0.84557,                0.95729,              0.0012132,              0.0012132,              0.0012132
                    278,                 1.1549,                0.63173,                0.86478,                0.77802,                0.69851,                0.77411,                0.41231,                 1.4337,                0.81643,                0.95188,              0.0012115,              0.0012115,              0.0012115
                    279,                 1.2106,                0.64014,                 0.8717,                0.77802,                0.69851,                0.77411,                0.41231,                 1.4337,                0.81643,                0.95188,              0.0012099,              0.0012099,              0.0012099
                    280,                 1.1465,                0.74779,                0.87725,                 0.7531,                0.71272,                0.77263,                0.41348,                 1.4371,                0.80964,                0.95524,              0.0012082,              0.0012082,              0.0012082
                    281,                 1.2703,                0.65756,                0.88277,                 0.7531,                0.71272,                0.77263,                0.41348,                 1.4371,                0.80964,                0.95524,              0.0012066,              0.0012066,              0.0012066
                    282,                 1.1835,                0.63642,                 0.8816,                0.72899,                0.71724,                0.75981,                0.40644,                 1.4623,                0.81105,                0.96494,              0.0012049,              0.0012049,              0.0012049
                    283,                 1.1244,                0.61229,                0.87399,                0.72899,                0.71724,                0.75981,                0.40644,                 1.4623,                0.81105,                0.96494,              0.0012033,              0.0012033,              0.0012033
                    284,                 1.1643,                0.63833,                0.87674,                0.69507,                0.70224,                0.73999,                0.39369,                 1.5212,                0.85121,                0.98227,              0.0012016,              0.0012016,              0.0012016
                    285,                 1.1873,                0.63794,                0.88337,                0.69507,                0.70224,                0.73999,                0.39369,                 1.5212,                0.85121,                0.98227,                 0.0012,                 0.0012,                 0.0012
                    286,                 1.2284,                0.69746,                0.89929,                0.70608,                 0.6833,                0.74724,                0.39712,                 1.5137,                0.89397,                0.97622,              0.0011983,              0.0011983,              0.0011983
                    287,                  1.122,                0.63061,                0.87753,                0.70608,                 0.6833,                0.74724,                0.39712,                 1.5137,                0.89397,                0.97622,              0.0011967,              0.0011967,              0.0011967
                    288,                 1.1671,                0.67592,                0.87533,                0.70797,                0.67976,                0.75332,                0.41379,                 1.4534,                0.90028,                0.95415,               0.001195,               0.001195,               0.001195
                    289,                 1.1748,                0.63608,                0.87522,                0.70797,                0.67976,                0.75332,                0.41379,                 1.4534,                0.90028,                0.95415,              0.0011934,              0.0011934,              0.0011934
                    290,                 1.2069,                0.65991,                0.87627,                0.72695,                0.69425,                0.75202,                0.41357,                 1.4482,                0.90804,                0.94978,              0.0011917,              0.0011917,              0.0011917
                    291,                 1.1632,                0.68574,                0.88226,                0.72695,                0.69425,                0.75202,                0.41357,                 1.4482,                0.90804,                0.94978,              0.0011901,              0.0011901,              0.0011901
                    292,                 1.1759,                0.64297,                0.89007,                0.72596,                0.70852,                0.75448,                0.40616,                 1.4567,                0.93164,                0.95281,              0.0011884,              0.0011884,              0.0011884
                    293,                  1.132,                0.63923,                0.87032,                0.72596,                0.70852,                0.75448,                0.40616,                 1.4567,                0.93164,                0.95281,              0.0011868,              0.0011868,              0.0011868
                    294,                 1.1251,                0.63494,                0.87449,                 0.7366,                 0.7021,                0.74244,                0.39392,                 1.5068,                0.94855,                0.96766,              0.0011851,              0.0011851,              0.0011851
                    295,                 1.1326,                0.63683,                0.88307,                 0.7366,                 0.7021,                0.74244,                0.39392,                 1.5068,                0.94855,                0.96766,              0.0011835,              0.0011835,              0.0011835
                    296,                  1.149,                0.65848,                0.86801,                0.73418,                0.67097,                0.72799,                0.37691,                 1.5767,                0.93113,                0.98594,              0.0011818,              0.0011818,              0.0011818
                    297,                 1.1776,                0.65791,                0.87688,                0.73418,                0.67097,                0.72799,                0.37691,                 1.5767,                0.93113,                0.98594,              0.0011802,              0.0011802,              0.0011802
                    298,                 1.1987,                0.63415,                0.87936,                0.69111,                0.67977,                0.72171,                0.37193,                 1.5626,                0.91934,                0.98181,              0.0011785,              0.0011785,              0.0011785
                    299,                 1.1347,                0.62112,                0.86656,                0.69111,                0.67977,                0.72171,                0.37193,                 1.5626,                0.91934,                0.98181,              0.0011769,              0.0011769,              0.0011769
                    300,                 1.1607,                 0.6095,                0.88224,                0.70408,                0.70162,                 0.7308,                0.39523,                 1.4679,                0.88186,                0.95849,              0.0011752,              0.0011752,              0.0011752
                    301,                  1.155,                0.63217,                0.89762,                0.70408,                0.70162,                 0.7308,                0.39523,                 1.4679,                0.88186,                0.95849,              0.0011736,              0.0011736,              0.0011736
                    302,                 1.0955,                0.59393,                0.86848,                0.72975,                0.68113,                0.73428,                0.40686,                 1.4325,                0.85842,                0.95046,              0.0011719,              0.0011719,              0.0011719
                    303,                 1.1128,                0.64497,                0.88031,                0.72975,                0.68113,                0.73428,                0.40686,                 1.4325,                0.85842,                0.95046,              0.0011703,              0.0011703,              0.0011703
                    304,                 1.2305,                0.64111,                0.87244,                0.73683,                0.66806,                 0.7322,                0.40743,                 1.4283,                0.86836,                0.95043,              0.0011686,              0.0011686,              0.0011686
                    305,                 1.1028,                0.59094,                0.87017,                0.73683,                0.66806,                 0.7322,                0.40743,                 1.4283,                0.86836,                0.95043,               0.001167,               0.001167,               0.001167
                    306,                 1.1199,                0.61622,                0.86878,                0.71753,                0.67567,                0.73973,                0.40647,                 1.4318,                0.86807,                0.95255,              0.0011653,              0.0011653,              0.0011653
                    307,                 1.1451,                0.65659,                0.87373,                0.71753,                0.67567,                0.73973,                0.40647,                 1.4318,                0.86807,                0.95255,              0.0011636,              0.0011636,              0.0011636
                    308,                  1.099,                0.61065,                0.88094,                0.76019,                 0.6673,                0.74357,                0.40968,                  1.439,                0.84659,                0.95423,               0.001162,               0.001162,               0.001162
                    309,                  1.067,                0.60003,                0.85965,                0.76019,                 0.6673,                0.74357,                0.40968,                  1.439,                0.84659,                0.95423,              0.0011603,              0.0011603,              0.0011603
                    310,                 1.1437,                0.61773,                0.87438,                 0.7703,                0.65811,                0.72968,                 0.4047,                 1.4735,                0.84356,                0.96248,              0.0011587,              0.0011587,              0.0011587
