                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.7596,                 1.0132,                0.87848,                0.66753,                0.58824,                0.60171,                0.22391,                 2.3032,                 1.3568,                 1.0333,               0.001705,               0.001705,               0.001705
                    152,                 2.0684,                 1.0961,                0.90596,                0.71465,                0.60784,                0.65011,                0.23866,                 2.3151,                 1.3642,                 1.0431,               0.001703,               0.001703,               0.001703
                    153,                 1.7685,                0.98498,                0.90266,                0.71465,                0.60784,                0.65011,                0.23866,                 2.3151,                 1.3642,                 1.0431,               0.001701,               0.001701,               0.001701
                    154,                 2.0152,                 1.0384,                0.86223,                0.66778,                0.56863,                0.59428,                0.22308,                 2.3665,                 1.4209,                 1.0552,               0.001699,               0.001699,               0.001699
                    155,                 1.9008,                 1.0358,                0.88157,                0.66778,                0.56863,                0.59428,                0.22308,                 2.3665,                 1.4209,                 1.0552,              0.0016971,              0.0016971,              0.0016971
                    156,                  2.024,                 1.0949,                0.90688,                0.68604,                0.56863,                0.57058,                0.21138,                 2.3854,                 1.4692,                 1.0586,              0.0016951,              0.0016951,              0.0016951
                    157,                 1.7309,                  1.007,                 0.9143,                0.68604,                0.56863,                0.57058,                0.21138,                 2.3854,                 1.4692,                 1.0586,              0.0016931,              0.0016931,              0.0016931
                    158,                 1.9451,                 1.0696,                0.86664,                0.70703,                0.52941,                0.57826,                0.19605,                  2.423,                 1.4979,                  1.058,              0.0016911,              0.0016911,              0.0016911
                    159,                 1.7859,                0.98976,                0.85638,                0.70703,                0.52941,                0.57826,                0.19605,                  2.423,                 1.4979,                  1.058,              0.0016891,              0.0016891,              0.0016891
                    160,                 1.7951,                0.99989,                0.86466,                0.69901,                 0.5465,                0.59573,                0.21464,                 2.4221,                 1.4463,                  1.052,              0.0016872,              0.0016872,              0.0016872
                    161,                 1.7902,                 0.9615,                0.88279,                0.69901,                 0.5465,                0.59573,                0.21464,                 2.4221,                 1.4463,                  1.052,              0.0016852,              0.0016852,              0.0016852
                    162,                 1.8378,                0.95528,                0.89132,                0.69233,                0.60784,                0.61254,                0.21312,                 2.4108,                 1.3688,                 1.0524,              0.0016832,              0.0016832,              0.0016832
                    163,                 1.9026,                 1.0292,                0.90802,                0.69233,                0.60784,                0.61254,                0.21312,                 2.4108,                 1.3688,                 1.0524,              0.0016812,              0.0016812,              0.0016812
                    164,                 1.8254,                 1.0826,                 0.9129,                0.66054,                0.61052,                0.61925,                0.19989,                 2.4741,                  1.261,                  1.084,              0.0016792,              0.0016792,              0.0016792
                    165,                  2.442,                 1.2283,                0.90555,                0.66054,                0.61052,                0.61925,                0.19989,                 2.4741,                  1.261,                  1.084,              0.0016773,              0.0016773,              0.0016773
                    166,                 1.8109,                  1.076,                0.93329,                0.70374,                0.60553,                0.55518,                0.18175,                 2.6147,                 1.1977,                 1.1421,              0.0016753,              0.0016753,              0.0016753
                    167,                 1.6611,                0.87356,                0.90595,                0.70374,                0.60553,                0.55518,                0.18175,                 2.6147,                 1.1977,                 1.1421,              0.0016733,              0.0016733,              0.0016733
                    168,                 1.7025,                 1.0037,                0.91378,                0.72694,                 0.5098,                0.55171,                0.16911,                 2.6616,                  1.241,                  1.155,              0.0016713,              0.0016713,              0.0016713
                    169,                 1.8124,                 1.0033,                0.89479,                0.72694,                 0.5098,                0.55171,                0.16911,                 2.6616,                  1.241,                  1.155,              0.0016693,              0.0016693,              0.0016693
                    170,                 1.8388,                 1.0353,                0.87411,                0.77939,                0.52941,                0.57922,                0.18498,                 2.5028,                 1.2867,                 1.1252,              0.0016674,              0.0016674,              0.0016674
                    171,                 1.7418,                 1.0529,                   0.89,                0.77939,                0.52941,                0.57922,                0.18498,                 2.5028,                 1.2867,                 1.1252,              0.0016654,              0.0016654,              0.0016654
                    172,                 1.9698,                 1.1121,                0.90252,                0.73552,                0.52941,                0.58958,                0.21074,                 2.3994,                  1.362,                 1.0933,              0.0016634,              0.0016634,              0.0016634
                    173,                  1.966,                 1.0385,                0.92862,                0.73552,                0.52941,                0.58958,                0.21074,                 2.3994,                  1.362,                 1.0933,              0.0016614,              0.0016614,              0.0016614
                    174,                 1.8969,                 1.0299,                0.96692,                0.84411,                 0.5098,                0.61189,                0.21814,                 2.4458,                 1.3393,                 1.0797,              0.0016594,              0.0016594,              0.0016594
                    175,                 1.7365,                0.97733,                0.91435,                0.84411,                 0.5098,                0.61189,                0.21814,                 2.4458,                 1.3393,                 1.0797,              0.0016575,              0.0016575,              0.0016575
                    176,                 1.7717,                0.96574,                0.89872,                0.69149,                0.57138,                0.60611,                 0.2285,                 2.3217,                 1.2376,                 1.0383,              0.0016555,              0.0016555,              0.0016555
                    177,                 1.8774,                 1.0672,                0.90173,                0.69149,                0.57138,                0.60611,                 0.2285,                 2.3217,                 1.2376,                 1.0383,              0.0016535,              0.0016535,              0.0016535
                    178,                 1.6466,                0.94876,                0.87386,                0.67124,                0.66667,                0.67191,                0.25783,                 2.2396,                 1.1676,                 1.0095,              0.0016515,              0.0016515,              0.0016515
                    179,                  1.883,                 1.0519,                0.91676,                0.67124,                0.66667,                0.67191,                0.25783,                 2.2396,                 1.1676,                 1.0095,              0.0016495,              0.0016495,              0.0016495
                    180,                 1.7673,                0.98303,                 0.9025,                 0.6334,                0.68627,                0.67374,                0.26419,                 2.2408,                 1.1522,                 1.0209,              0.0016476,              0.0016476,              0.0016476
                    181,                 1.8412,                 1.0003,                0.90416,                 0.6334,                0.68627,                0.67374,                0.26419,                 2.2408,                 1.1522,                 1.0209,              0.0016456,              0.0016456,              0.0016456
                    182,                 1.7224,                 1.0055,                0.87239,                0.80253,                0.60784,                0.71539,                0.27167,                  2.207,                 1.2001,                 1.0153,              0.0016436,              0.0016436,              0.0016436
                    183,                 1.6697,                0.95684,                0.89336,                0.80253,                0.60784,                0.71539,                0.27167,                  2.207,                 1.2001,                 1.0153,              0.0016416,              0.0016416,              0.0016416
                    184,                 1.6315,                0.91795,                 0.8801,                0.78356,                0.62745,                0.71833,                 0.2671,                 2.1863,                 1.2105,                 1.0157,              0.0016396,              0.0016396,              0.0016396
                    185,                 1.5654,                0.91625,                0.88437,                0.78356,                0.62745,                0.71833,                 0.2671,                 2.1863,                 1.2105,                 1.0157,              0.0016377,              0.0016377,              0.0016377
                    186,                 1.8816,                 1.0448,                0.87521,                0.86352,                0.62044,                0.70306,                0.25662,                 2.2148,                 1.2513,                 1.0222,              0.0016357,              0.0016357,              0.0016357
                    187,                 1.8385,                      1,                0.88859,                0.86352,                0.62044,                0.70306,                0.25662,                 2.2148,                 1.2513,                 1.0222,              0.0016337,              0.0016337,              0.0016337
                    188,                 1.7653,                0.98566,                0.87424,                0.73966,                0.62745,                0.69028,                0.26375,                 2.2064,                 1.2755,                 1.0141,              0.0016317,              0.0016317,              0.0016317
                    189,                 1.7316,                0.92914,                0.85316,                0.73966,                0.62745,                0.69028,                0.26375,                 2.2064,                 1.2755,                 1.0141,              0.0016297,              0.0016297,              0.0016297
                    190,                 1.8732,                 1.0298,                0.96184,                0.73914,                0.56863,                0.66201,                 0.2558,                 2.2512,                 1.3441,                 1.0181,              0.0016278,              0.0016278,              0.0016278
                    191,                 1.7455,                0.95213,                0.88381,                0.73914,                0.56863,                0.66201,                 0.2558,                 2.2512,                 1.3441,                 1.0181,              0.0016258,              0.0016258,              0.0016258
                    192,                 1.6257,                0.90411,                0.91797,                 0.6955,                0.58824,                0.62302,                 0.2389,                  2.256,                 1.3799,                 1.0238,              0.0016238,              0.0016238,              0.0016238
                    193,                 1.6278,                0.88837,                 0.8952,                 0.6955,                0.58824,                0.62302,                 0.2389,                  2.256,                 1.3799,                 1.0238,              0.0016218,              0.0016218,              0.0016218
                    194,                  1.692,                0.95756,                0.90406,                0.67128,                0.68627,                0.67201,                0.25892,                 2.2124,                 1.3323,                 1.0047,              0.0016198,              0.0016198,              0.0016198
                    195,                 1.8701,                0.95806,                0.86583,                0.67128,                0.68627,                0.67201,                0.25892,                 2.2124,                 1.3323,                 1.0047,              0.0016179,              0.0016179,              0.0016179
                    196,                 1.6325,                0.92045,                0.87399,                0.75687,                0.67153,                0.71768,                0.29589,                 2.2182,                 1.2655,                0.99392,              0.0016159,              0.0016159,              0.0016159
                    197,                 2.0622,                 1.0852,                 0.8831,                0.75687,                0.67153,                0.71768,                0.29589,                 2.2182,                 1.2655,                0.99392,              0.0016139,              0.0016139,              0.0016139
                    198,                 2.4283,                  1.139,                0.90758,                0.77208,                0.66428,                 0.7211,                0.31108,                 2.2283,                 1.2531,                0.99884,              0.0016119,              0.0016119,              0.0016119
                    199,                 1.8429,                0.94935,                 0.8739,                0.77208,                0.66428,                 0.7211,                0.31108,                 2.2283,                 1.2531,                0.99884,              0.0016099,              0.0016099,              0.0016099
                    200,                 1.8776,                0.96826,                 0.8709,                0.79595,                0.64706,                0.70917,                0.26248,                 2.3702,                 1.2344,                 1.0262,               0.001608,               0.001608,               0.001608
                    201,                 2.1374,                 1.0635,                0.99057,                0.79595,                0.64706,                0.70917,                0.26248,                 2.3702,                 1.2344,                 1.0262,               0.001606,               0.001606,               0.001606
                    202,                 2.0234,                 1.0197,                0.92082,                0.84435,                0.64706,                0.69592,                0.26244,                 2.3596,                  1.255,                 1.0219,               0.001604,               0.001604,               0.001604
                    203,                 1.9949,                 1.0957,                0.85114,                0.84435,                0.64706,                0.69592,                0.26244,                 2.3596,                  1.255,                 1.0219,               0.001602,               0.001602,               0.001602
                    204,                 1.8408,                0.99896,                0.87636,                0.87948,                0.64706,                0.72968,                  0.296,                  2.249,                 1.2505,                 1.0098,                 0.0016,                 0.0016,                 0.0016
                    205,                 1.8909,                 1.1012,                0.90296,                0.87948,                0.64706,                0.72968,                  0.296,                  2.249,                 1.2505,                 1.0098,              0.0015981,              0.0015981,              0.0015981
                    206,                 1.5981,                0.85995,                0.89392,                0.87282,                0.58824,                0.71232,                0.28566,                 2.2662,                 1.2979,                 1.0162,              0.0015961,              0.0015961,              0.0015961
                    207,                  1.684,                 0.9476,                0.88656,                0.87282,                0.58824,                0.71232,                0.28566,                 2.2662,                 1.2979,                 1.0162,              0.0015941,              0.0015941,              0.0015941
                    208,                 2.0537,                0.96781,                0.89703,                0.66251,                0.69292,                0.66515,                0.25271,                 2.2989,                 1.3015,                 1.0252,              0.0015921,              0.0015921,              0.0015921
                    209,                 1.5976,                0.96248,                 0.9147,                0.66251,                0.69292,                0.66515,                0.25271,                 2.2989,                 1.3015,                 1.0252,              0.0015901,              0.0015901,              0.0015901
                    210,                 1.8827,                 1.0155,                0.91559,                0.71075,                0.57828,                0.61994,                0.24754,                 2.2273,                  1.329,                 1.0202,              0.0015882,              0.0015882,              0.0015882
                    211,                 1.6404,                 0.9295,                0.89623,                0.71075,                0.57828,                0.61994,                0.24754,                 2.2273,                  1.329,                 1.0202,              0.0015862,              0.0015862,              0.0015862
                    212,                 1.7952,                0.94494,                0.87891,                0.65093,                0.51195,                 0.5482,                0.22017,                  2.159,                 1.4605,                 1.0096,              0.0015842,              0.0015842,              0.0015842
                    213,                 1.6094,                0.87628,                 0.8775,                0.65093,                0.51195,                 0.5482,                0.22017,                  2.159,                 1.4605,                 1.0096,              0.0015822,              0.0015822,              0.0015822
                    214,                 1.6315,                0.96101,                0.91325,                0.66634,                 0.5098,                0.55493,                0.21279,                 2.2428,                 1.5713,                 1.0215,              0.0015802,              0.0015802,              0.0015802
                    215,                 1.6024,                 0.9178,                0.89006,                0.66634,                 0.5098,                0.55493,                0.21279,                 2.2428,                 1.5713,                 1.0215,              0.0015783,              0.0015783,              0.0015783
                    216,                 1.6145,                0.87779,                0.89844,                0.64232,                0.45787,                0.48717,                0.17707,                 2.4326,                 1.6722,                 1.0678,              0.0015763,              0.0015763,              0.0015763
                    217,                  1.727,                0.99885,                 0.8796,                0.64232,                0.45787,                0.48717,                0.17707,                 2.4326,                 1.6722,                 1.0678,              0.0015743,              0.0015743,              0.0015743
                    218,                 1.6707,                0.92797,                0.87142,                0.64565,                0.45098,                0.53923,                 0.1933,                 2.4438,                 1.6321,                 1.0669,              0.0015723,              0.0015723,              0.0015723
                    219,                 1.7692,                 1.0039,                0.88228,                0.64565,                0.45098,                0.53923,                 0.1933,                 2.4438,                 1.6321,                 1.0669,              0.0015703,              0.0015703,              0.0015703
                    220,                 1.9309,                 1.0398,                0.88027,                0.63821,                 0.4902,                0.59877,                0.22405,                 2.4114,                   1.48,                 1.0585,              0.0015684,              0.0015684,              0.0015684
                    221,                 1.5112,                0.90217,                0.89251,                0.63821,                 0.4902,                0.59877,                0.22405,                 2.4114,                   1.48,                 1.0585,              0.0015664,              0.0015664,              0.0015664
                    222,                 1.6914,                0.91199,                0.85967,                0.77447,                0.62745,                0.70561,                0.29016,                 2.2429,                 1.3551,                  1.025,              0.0015644,              0.0015644,              0.0015644
                    223,                 1.5411,                0.86811,                0.86338,                0.77447,                0.62745,                0.70561,                0.29016,                 2.2429,                 1.3551,                  1.025,              0.0015624,              0.0015624,              0.0015624
                    224,                 1.6563,                0.88167,                0.88177,                0.70444,                0.70588,                0.73856,                0.31575,                 2.1888,                 1.2448,                 1.0165,              0.0015604,              0.0015604,              0.0015604
                    225,                 1.6831,                 0.8997,                0.87127,                0.70444,                0.70588,                0.73856,                0.31575,                 2.1888,                 1.2448,                 1.0165,              0.0015585,              0.0015585,              0.0015585
                    226,                 1.6877,                0.92563,                0.84601,                0.70789,                0.78431,                0.75468,                0.30673,                 2.1784,                 1.1621,                 1.0174,              0.0015565,              0.0015565,              0.0015565
                    227,                 1.5759,                0.85062,                0.85723,                0.70789,                0.78431,                0.75468,                0.30673,                 2.1784,                 1.1621,                 1.0174,              0.0015545,              0.0015545,              0.0015545
                    228,                 1.7881,                0.94052,                 0.8732,                0.74136,                0.72549,                0.74018,                0.29187,                 2.2332,                 1.1023,                  1.025,              0.0015525,              0.0015525,              0.0015525
                    229,                 1.7285,                0.91898,                0.86166,                0.74136,                0.72549,                0.74018,                0.29187,                 2.2332,                 1.1023,                  1.025,              0.0015505,              0.0015505,              0.0015505
                    230,                 1.4434,                0.81704,                0.87468,                0.79313,                0.75186,                0.76973,                0.28476,                 2.3487,                 1.0966,                 1.0436,              0.0015486,              0.0015486,              0.0015486
                    231,                 1.5717,                0.82825,                0.86502,                0.79313,                0.75186,                0.76973,                0.28476,                 2.3487,                 1.0966,                 1.0436,              0.0015466,              0.0015466,              0.0015466
                    232,                 1.7597,                0.89232,                 0.8769,                0.80992,                0.76471,                0.80263,                  0.288,                 2.3199,                 1.1066,                 1.0337,              0.0015446,              0.0015446,              0.0015446
                    233,                 1.4919,                0.86294,                 0.8805,                0.80992,                0.76471,                0.80263,                  0.288,                 2.3199,                 1.1066,                 1.0337,              0.0015426,              0.0015426,              0.0015426
                    234,                 1.8256,                0.87773,                0.88476,                0.76059,                0.70588,                0.75009,                0.28984,                 2.1891,                 1.1243,                 1.0032,              0.0015406,              0.0015406,              0.0015406
                    235,                 1.5906,                0.84511,                0.86626,                0.76059,                0.70588,                0.75009,                0.28984,                 2.1891,                 1.1243,                 1.0032,              0.0015387,              0.0015387,              0.0015387
                    236,                 1.5834,                0.85332,                0.87425,                0.76536,                0.72549,                0.78145,                0.27368,                 2.1705,                 1.1539,                0.99614,              0.0015367,              0.0015367,              0.0015367
                    237,                 1.5691,                0.81036,                0.85831,                0.76536,                0.72549,                0.78145,                0.27368,                 2.1705,                 1.1539,                0.99614,              0.0015347,              0.0015347,              0.0015347
                    238,                  1.689,                 0.8815,                0.87451,                0.79069,                0.70588,                0.77316,                0.26456,                 2.1943,                 1.1841,                 1.0006,              0.0015327,              0.0015327,              0.0015327
                    239,                 1.4946,                0.80245,                0.85878,                0.79069,                0.70588,                0.77316,                0.26456,                 2.1943,                 1.1841,                 1.0006,              0.0015307,              0.0015307,              0.0015307
                    240,                 1.6214,                0.80997,                 0.8521,                0.73399,                0.64706,                0.73684,                0.25678,                 2.2948,                  1.259,                 1.0229,              0.0015288,              0.0015288,              0.0015288
                    241,                 1.4316,                0.80268,                0.86308,                0.73399,                0.64706,                0.73684,                0.25678,                 2.2948,                  1.259,                 1.0229,              0.0015268,              0.0015268,              0.0015268
                    242,                 1.5169,                0.86546,                0.88871,                0.67435,                0.60908,                0.69433,                0.23035,                 2.4781,                 1.2748,                 1.0549,              0.0015248,              0.0015248,              0.0015248
                    243,                 1.5474,                0.94731,                0.92781,                0.67435,                0.60908,                0.69433,                0.23035,                 2.4781,                 1.2748,                 1.0549,              0.0015228,              0.0015228,              0.0015228
                    244,                 1.6365,                0.86752,                 0.8754,                0.70152,                0.59922,                0.66956,                0.20917,                 2.4782,                 1.2628,                 1.0547,              0.0015208,              0.0015208,              0.0015208
                    245,                 1.5763,                0.87214,                0.86043,                0.70152,                0.59922,                0.66956,                0.20917,                 2.4782,                 1.2628,                 1.0547,              0.0015189,              0.0015189,              0.0015189
                    246,                  1.496,                0.81005,                0.88439,                0.66532,                0.66272,                0.63442,                0.23604,                 2.3375,                 1.1923,                 1.0367,              0.0015169,              0.0015169,              0.0015169
                    247,                  1.728,                0.90666,                0.86568,                0.66532,                0.66272,                0.63442,                0.23604,                 2.3375,                 1.1923,                 1.0367,              0.0015149,              0.0015149,              0.0015149
                    248,                 1.7399,                0.88802,                0.88052,                0.73409,                0.64963,                0.67408,                 0.2746,                 2.2622,                 1.2139,                 1.0204,              0.0015129,              0.0015129,              0.0015129
                    249,                 1.6659,                0.86657,                0.88429,                0.73409,                0.64963,                0.67408,                 0.2746,                 2.2622,                 1.2139,                 1.0204,              0.0015109,              0.0015109,              0.0015109
                    250,                 1.7165,                0.92629,                0.89811,                 0.7951,                0.70588,                0.74073,                0.28402,                 2.2662,                 1.2048,                 1.0142,               0.001509,               0.001509,               0.001509
                    251,                  1.683,                0.85743,                  0.865,                 0.7951,                0.70588,                0.74073,                0.28402,                 2.2662,                 1.2048,                 1.0142,               0.001507,               0.001507,               0.001507
                    252,                 1.5301,                0.80596,                0.87398,                0.80975,                0.68627,                0.73093,                0.25622,                 2.3832,                 1.2257,                 1.0374,               0.001505,               0.001505,               0.001505
                    253,                 1.4624,                0.76392,                0.84537,                0.80975,                0.68627,                0.73093,                0.25622,                 2.3832,                 1.2257,                 1.0374,               0.001503,               0.001503,               0.001503
                    254,                 1.5374,                0.81313,                0.87203,                0.82911,                0.66595,                0.74695,                0.25478,                 2.3952,                  1.206,                 1.0418,               0.001501,               0.001501,               0.001501
                    255,                 1.5494,                   0.82,                0.85172,                0.82911,                0.66595,                0.74695,                0.25478,                 2.3952,                  1.206,                 1.0418,              0.0014991,              0.0014991,              0.0014991
                    256,                 1.4686,                0.84098,                0.86874,                  0.793,                0.67617,                0.73136,                0.24841,                 2.3828,                 1.1756,                 1.0428,              0.0014971,              0.0014971,              0.0014971
                    257,                   1.51,                0.80382,                0.84636,                  0.793,                0.67617,                0.73136,                0.24841,                 2.3828,                 1.1756,                 1.0428,              0.0014951,              0.0014951,              0.0014951
                    258,                 1.8207,                0.89358,                0.86517,                0.75226,                0.72549,                0.75949,                0.25684,                  2.313,                 1.1044,                 1.0336,              0.0014931,              0.0014931,              0.0014931
                    259,                 1.8511,                0.91709,                0.83584,                0.75226,                0.72549,                0.75949,                0.25684,                  2.313,                 1.1044,                 1.0336,              0.0014911,              0.0014911,              0.0014911
                    260,                 1.5789,                0.84538,                0.83044,                0.77552,                0.72549,                0.75782,                0.26108,                 2.2565,                 1.0613,                 1.0275,              0.0014892,              0.0014892,              0.0014892
                    261,                 1.4104,                0.76234,                0.87034,                0.77552,                0.72549,                0.75782,                0.26108,                 2.2565,                 1.0613,                 1.0275,              0.0014872,              0.0014872,              0.0014872
                    262,                 1.4617,                0.84086,                0.86638,                0.75947,                0.72549,                0.75257,                0.26032,                 2.2582,                 1.1031,                 1.0291,              0.0014852,              0.0014852,              0.0014852
                    263,                 1.4232,                0.76196,                0.87578,                0.75947,                0.72549,                0.75257,                0.26032,                 2.2582,                 1.1031,                 1.0291,              0.0014832,              0.0014832,              0.0014832
                    264,                 1.5362,                0.82494,                 0.8786,                0.74562,                0.70588,                0.73418,                0.24747,                 2.2836,                 1.1085,                 1.0291,              0.0014812,              0.0014812,              0.0014812
                    265,                 1.4961,                 0.8172,                0.83538,                0.74562,                0.70588,                0.73418,                0.24747,                 2.2836,                 1.1085,                 1.0291,              0.0014793,              0.0014793,              0.0014793
                    266,                 1.6356,                0.82954,                0.85588,                0.79331,                0.64706,                0.73366,                0.27498,                 2.2109,                 1.0946,                 1.0053,              0.0014773,              0.0014773,              0.0014773
                    267,                 1.3567,                0.76984,                0.85768,                0.79331,                0.64706,                0.73366,                0.27498,                 2.2109,                 1.0946,                 1.0053,              0.0014753,              0.0014753,              0.0014753
                    268,                 1.4587,                0.81414,                0.85484,                0.81709,                0.70083,                0.73543,                0.27615,                 2.2261,                 1.0884,                 1.0016,              0.0014733,              0.0014733,              0.0014733
                    269,                 1.6527,                0.86539,                 0.8547,                0.81709,                0.70083,                0.73543,                0.27615,                 2.2261,                 1.0884,                 1.0016,              0.0014713,              0.0014713,              0.0014713
                    270,                 1.7694,                 0.9243,                 0.8776,                0.85662,                0.70297,                0.80645,                0.28065,                 2.2462,                 1.0955,                 1.0037,              0.0014694,              0.0014694,              0.0014694
                    271,                 1.5189,                0.77571,                0.83851,                0.85662,                0.70297,                0.80645,                0.28065,                 2.2462,                 1.0955,                 1.0037,              0.0014674,              0.0014674,              0.0014674
                    272,                 1.4826,                0.76276,                0.86755,                0.86062,                0.72647,                0.79564,                0.30802,                 2.2608,                 1.0889,                  1.019,              0.0014654,              0.0014654,              0.0014654
                    273,                 1.3435,                0.72691,                0.83322,                0.86062,                0.72647,                0.79564,                0.30802,                 2.2608,                 1.0889,                  1.019,              0.0014634,              0.0014634,              0.0014634
                    274,                 1.4453,                0.77688,                0.84659,                0.85848,                 0.7451,                 0.8018,                0.31329,                  2.242,                 1.0855,                 1.0167,              0.0014614,              0.0014614,              0.0014614
                    275,                 1.4168,                0.74348,                0.87381,                0.85848,                 0.7451,                 0.8018,                0.31329,                  2.242,                 1.0855,                 1.0167,              0.0014595,              0.0014595,              0.0014595
                    276,                 1.4829,                0.75355,                0.85196,                0.80745,                 0.7401,                0.79259,                0.29373,                 2.2444,                 1.0943,                 1.0226,              0.0014575,              0.0014575,              0.0014575
                    277,                 1.7814,                0.85668,                0.86879,                0.80745,                 0.7401,                0.79259,                0.29373,                 2.2444,                 1.0943,                 1.0226,              0.0014555,              0.0014555,              0.0014555
                    278,                 1.4481,                0.74646,                0.86806,                0.84135,                0.70588,                0.80041,                0.29079,                 2.2261,                  1.117,                 1.0123,              0.0014535,              0.0014535,              0.0014535
                    279,                 1.5838,                0.78988,                0.86941,                0.84135,                0.70588,                0.80041,                0.29079,                 2.2261,                  1.117,                 1.0123,              0.0014515,              0.0014515,              0.0014515
                    280,                 1.4973,                0.81707,                 0.8694,                0.80221,                0.76471,                 0.8156,                 0.3083,                 2.1968,                 1.1894,                0.99722,              0.0014496,              0.0014496,              0.0014496
                    281,                 1.3691,                0.71911,                0.88779,                0.80221,                0.76471,                 0.8156,                 0.3083,                 2.1968,                 1.1894,                0.99722,              0.0014476,              0.0014476,              0.0014476
                    282,                 1.3998,                 0.7564,                0.87091,                0.87933,                0.70588,                0.78396,                0.31498,                   2.11,                 1.2189,                0.97723,              0.0014456,              0.0014456,              0.0014456
                    283,                 1.4737,                0.76754,                0.86056,                0.87933,                0.70588,                0.78396,                0.31498,                   2.11,                 1.2189,                0.97723,              0.0014436,              0.0014436,              0.0014436
                    284,                 1.8782,                0.91067,                0.86812,                0.78344,                0.60784,                0.71402,                0.26637,                 2.1282,                 1.2795,                0.97725,              0.0014416,              0.0014416,              0.0014416
                    285,                 1.6607,                0.85566,                0.89737,                0.78344,                0.60784,                0.71402,                0.26637,                 2.1282,                 1.2795,                0.97725,              0.0014397,              0.0014397,              0.0014397
                    286,                 1.6183,                0.78334,                0.87736,                0.74375,                0.56911,                0.68074,                0.24068,                 2.1729,                 1.3294,                0.99208,              0.0014377,              0.0014377,              0.0014377
                    287,                 1.6813,                0.83823,                0.84075,                0.74375,                0.56911,                0.68074,                0.24068,                 2.1729,                 1.3294,                0.99208,              0.0014357,              0.0014357,              0.0014357
                    288,                 1.5336,                0.76459,                 0.8598,                0.63372,                0.61069,                0.68837,                0.22721,                  2.261,                 1.3503,                 1.0325,              0.0014337,              0.0014337,              0.0014337
                    289,                 1.4057,                0.76143,                0.87398,                0.63372,                0.61069,                0.68837,                0.22721,                  2.261,                 1.3503,                 1.0325,              0.0014317,              0.0014317,              0.0014317
                    290,                 1.7784,                 0.9369,                0.84359,                0.80661,                0.56863,                0.69829,                0.23514,                 2.3507,                 1.3417,                  1.066,              0.0014298,              0.0014298,              0.0014298
                    291,                 1.5803,                0.81049,                0.84945,                0.80661,                0.56863,                0.69829,                0.23514,                 2.3507,                 1.3417,                  1.066,              0.0014278,              0.0014278,              0.0014278
                    292,                 1.6476,                0.81938,                0.86565,                0.71048,                0.67373,                0.76821,                0.27247,                 2.3369,                 1.2516,                 1.0478,              0.0014258,              0.0014258,              0.0014258
                    293,                  1.459,                0.76843,                0.85435,                0.71048,                0.67373,                0.76821,                0.27247,                 2.3369,                 1.2516,                 1.0478,              0.0014238,              0.0014238,              0.0014238
                    294,                 1.5543,                0.79461,                0.87186,                0.74194,                 0.7893,                0.78963,                 0.3034,                 2.1931,                  1.098,                0.99977,              0.0014218,              0.0014218,              0.0014218
                    295,                 1.5324,                0.83733,                0.86546,                0.74194,                 0.7893,                0.78963,                 0.3034,                 2.1931,                  1.098,                0.99977,              0.0014199,              0.0014199,              0.0014199
                    296,                 1.3833,                0.73016,                0.85013,                0.72453,                0.82353,                0.78619,                0.30266,                 2.1028,                 1.0424,                0.96948,              0.0014179,              0.0014179,              0.0014179
                    297,                 1.3583,                0.75665,                0.83749,                0.72453,                0.82353,                0.78619,                0.30266,                 2.1028,                 1.0424,                0.96948,              0.0014159,              0.0014159,              0.0014159
                    298,                 1.6041,                0.82493,                0.83317,                0.68043,                0.70978,                0.71153,                0.26545,                 2.1952,                 1.0539,                0.97969,              0.0014139,              0.0014139,              0.0014139
                    299,                  1.477,                0.76762,                0.87383,                0.68043,                0.70978,                0.71153,                0.26545,                 2.1952,                 1.0539,                0.97969,              0.0014119,              0.0014119,              0.0014119
                    300,                 1.5699,                0.85654,                0.85949,                 0.7438,                0.62745,                0.69347,                0.24346,                 2.2407,                 1.0685,                0.99577,                0.00141,                0.00141,                0.00141
                    301,                 1.5376,                0.85016,                0.86551,                 0.7438,                0.62745,                0.69347,                0.24346,                 2.2407,                 1.0685,                0.99577,               0.001408,               0.001408,               0.001408
                    302,                 1.4809,                0.79314,                0.84468,                0.72766,                0.68114,                0.72004,                0.24444,                 2.2768,                 1.0959,                 1.0079,               0.001406,               0.001406,               0.001406
                    303,                 1.4923,                0.81656,                0.84684,                0.72766,                0.68114,                0.72004,                0.24444,                 2.2768,                 1.0959,                 1.0079,               0.001404,               0.001404,               0.001404
                    304,                 1.9647,                  1.048,                0.88417,                0.66056,                0.56863,                0.66265,                0.23228,                 2.3178,                  1.137,                 1.0224,               0.001402,               0.001402,               0.001402
                    305,                 1.6763,                0.82485,                0.84983,                0.66056,                0.56863,                0.66265,                0.23228,                 2.3178,                  1.137,                 1.0224,              0.0014001,              0.0014001,              0.0014001
                    306,                 1.4609,                0.75764,                0.83905,                0.66015,                0.70588,                0.67862,                0.23674,                 2.2998,                 1.1228,                 1.0197,              0.0013981,              0.0013981,              0.0013981
