                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    307,                 1.6152,                0.77786,                0.85258,                0.66015,                0.70588,                0.67862,                0.23674,                 2.2998,                 1.1228,                 1.0197,              0.0013961,              0.0013961,              0.0013961
                    308,                 1.3567,                0.73549,                 0.8282,                0.64473,                0.67619,                0.70958,                0.24692,                 2.2496,                 1.1124,                 1.0095,              0.0013941,              0.0013941,              0.0013941
                    309,                 1.5595,                0.82707,                 0.8536,                0.64473,                0.67619,                0.70958,                0.24692,                 2.2496,                 1.1124,                 1.0095,              0.0013921,              0.0013921,              0.0013921
                    310,                 2.0248,                0.96089,                0.87658,                0.78758,                0.58824,                0.70836,                0.24019,                 2.2605,                 1.1724,                 1.0052,              0.0013902,              0.0013902,              0.0013902
                    311,                 1.6046,                0.85479,                0.85361,                0.78758,                0.58824,                0.70836,                0.24019,                 2.2605,                 1.1724,                 1.0052,              0.0013882,              0.0013882,              0.0013882
                    312,                 1.5521,                0.83637,                0.84497,                0.79319,                0.58824,                0.72167,                0.23133,                 2.3023,                 1.2399,                 1.0166,              0.0013862,              0.0013862,              0.0013862
                    313,                 1.4958,                0.80693,                0.84471,                0.79319,                0.58824,                0.72167,                0.23133,                 2.3023,                 1.2399,                 1.0166,              0.0013842,              0.0013842,              0.0013842
                    314,                 1.3666,                0.81947,                0.85597,                0.78255,                0.60784,                0.72488,                0.22161,                 2.3005,                 1.2308,                 1.0318,              0.0013822,              0.0013822,              0.0013822
                    315,                 1.4621,                 0.7734,                0.84253,                0.78255,                0.60784,                0.72488,                0.22161,                 2.3005,                 1.2308,                 1.0318,              0.0013803,              0.0013803,              0.0013803
                    316,                 1.3679,                0.75542,                0.84578,                0.75695,                0.58824,                0.71419,                0.23596,                 2.3014,                 1.2112,                 1.0422,              0.0013783,              0.0013783,              0.0013783
                    317,                  1.358,                0.71959,                0.87591,                0.75695,                0.58824,                0.71419,                0.23596,                 2.3014,                 1.2112,                 1.0422,              0.0013763,              0.0013763,              0.0013763
                    318,                 1.4205,                0.79559,                0.83883,                0.71737,                0.70588,                0.74294,                0.24267,                 2.2762,                 1.1902,                 1.0354,              0.0013743,              0.0013743,              0.0013743
                    319,                 1.4205,                0.73386,                 0.8561,                0.71737,                0.70588,                0.74294,                0.24267,                 2.2762,                 1.1902,                 1.0354,              0.0013723,              0.0013723,              0.0013723
                    320,                 1.4112,                0.75816,                0.83362,                0.69597,                0.68627,                0.74048,                0.27378,                 2.2307,                 1.1848,                 1.0157,              0.0013704,              0.0013704,              0.0013704
                    321,                  1.654,                0.82465,                0.85486,                0.69597,                0.68627,                0.74048,                0.27378,                 2.2307,                 1.1848,                 1.0157,              0.0013684,              0.0013684,              0.0013684
                    322,                 1.3926,                 0.7582,                 0.8559,                0.68977,                0.68627,                0.75041,                0.28242,                 2.2311,                 1.2061,                  1.011,              0.0013664,              0.0013664,              0.0013664
                    323,                 1.5881,                0.81222,                0.86229,                0.68977,                0.68627,                0.75041,                0.28242,                 2.2311,                 1.2061,                  1.011,              0.0013644,              0.0013644,              0.0013644
                    324,                 1.2094,                0.68574,                0.84842,                0.68282,                0.67549,                0.73295,                0.26106,                 2.2694,                 1.2154,                  1.025,              0.0013624,              0.0013624,              0.0013624
                    325,                 1.4688,                0.76347,                 0.8468,                0.68282,                0.67549,                0.73295,                0.26106,                 2.2694,                 1.2154,                  1.025,              0.0013605,              0.0013605,              0.0013605
                    326,                  1.414,                0.72997,                0.84857,                0.75437,                0.72549,                0.75357,                0.25486,                 2.2658,                 1.1901,                 1.0221,              0.0013585,              0.0013585,              0.0013585
                    327,                 1.3018,                0.71493,                0.84896,                0.75437,                0.72549,                0.75357,                0.25486,                 2.2658,                 1.1901,                 1.0221,              0.0013565,              0.0013565,              0.0013565
                    328,                 1.5402,                0.83326,                0.83285,                0.74193,                0.70588,                0.69628,                0.24402,                 2.2293,                 1.1741,                 1.0076,              0.0013545,              0.0013545,              0.0013545
                    329,                 1.4981,                0.74715,                0.85396,                0.74193,                0.70588,                0.69628,                0.24402,                 2.2293,                 1.1741,                 1.0076,              0.0013525,              0.0013525,              0.0013525
                    330,                 1.4628,                0.73901,                0.84654,                0.72837,                0.68357,                0.67972,                0.23866,                 2.2295,                 1.2139,                 1.0018,              0.0013506,              0.0013506,              0.0013506
                    331,                 1.4718,                 0.7994,                0.88461,                0.72837,                0.68357,                0.67972,                0.23866,                 2.2295,                 1.2139,                 1.0018,              0.0013486,              0.0013486,              0.0013486
                    332,                 1.3976,                0.72657,                0.85652,                0.78553,                0.71829,                0.72208,                0.26819,                 2.2327,                 1.1875,                0.99845,              0.0013466,              0.0013466,              0.0013466
                    333,                 1.2921,                0.71287,                0.85073,                0.78553,                0.71829,                0.72208,                0.26819,                 2.2327,                 1.1875,                0.99845,              0.0013446,              0.0013446,              0.0013446
                    334,                 1.3678,                0.75348,                0.83318,                0.80192,                0.71452,                 0.7504,                0.28355,                  2.241,                 1.1438,                 1.0002,              0.0013426,              0.0013426,              0.0013426
                    335,                 1.4582,                0.73448,                0.83665,                0.80192,                0.71452,                 0.7504,                0.28355,                  2.241,                 1.1438,                 1.0002,              0.0013407,              0.0013407,              0.0013407
                    336,                 1.2908,                0.77277,                0.83765,                0.82603,                0.74483,                 0.7575,                 0.2846,                 2.2418,                 1.1498,                 1.0103,              0.0013387,              0.0013387,              0.0013387
                    337,                 1.2236,                 0.7153,                0.86618,                0.82603,                0.74483,                 0.7575,                 0.2846,                 2.2418,                 1.1498,                 1.0103,              0.0013367,              0.0013367,              0.0013367
                    338,                 1.3171,                0.71859,                0.83832,                0.83463,                0.69285,                0.77626,                0.27747,                 2.2492,                 1.1725,                 1.0224,              0.0013347,              0.0013347,              0.0013347
                    339,                 1.2175,                0.67826,                0.84629,                0.83463,                0.69285,                0.77626,                0.27747,                 2.2492,                 1.1725,                 1.0224,              0.0013327,              0.0013327,              0.0013327
                    340,                 1.7215,                 0.8394,                0.84525,                0.71186,                 0.7451,                0.77619,                0.25913,                 2.2153,                 1.2133,                 1.0204,              0.0013308,              0.0013308,              0.0013308
                    341,                 1.3059,                0.69878,                0.83825,                0.71186,                 0.7451,                0.77619,                0.25913,                 2.2153,                 1.2133,                 1.0204,              0.0013288,              0.0013288,              0.0013288
                    342,                 1.7025,                0.89314,                0.85335,                0.80584,                0.64706,                0.76708,                0.26198,                 2.2258,                 1.2344,                 1.0193,              0.0013268,              0.0013268,              0.0013268
                    343,                 1.5704,                0.77644,                0.83389,                0.80584,                0.64706,                0.76708,                0.26198,                 2.2258,                 1.2344,                 1.0193,              0.0013248,              0.0013248,              0.0013248
                    344,                 1.5255,                0.81092,                0.83212,                0.72518,                 0.7451,                0.78599,                0.27555,                 2.2032,                 1.1877,                 1.0093,              0.0013228,              0.0013228,              0.0013228
                    345,                 1.3822,                0.72992,                0.83688,                0.72518,                 0.7451,                0.78599,                0.27555,                 2.2032,                 1.1877,                 1.0093,              0.0013209,              0.0013209,              0.0013209
                    346,                 1.7209,                 0.8726,                0.81469,                0.80481,                 0.7451,                0.80696,                0.28821,                 2.2061,                 1.1638,                 1.0015,              0.0013189,              0.0013189,              0.0013189
                    347,                 1.5857,                0.79943,                0.83358,                0.80481,                 0.7451,                0.80696,                0.28821,                 2.2061,                 1.1638,                 1.0015,              0.0013169,              0.0013169,              0.0013169
                    348,                 1.4778,                0.75271,                0.84905,                0.85321,                0.68627,                0.80991,                 0.2884,                 2.2399,                 1.1665,                 1.0072,              0.0013149,              0.0013149,              0.0013149
                    349,                 1.3962,                0.73572,                0.86248,                0.85321,                0.68627,                0.80991,                 0.2884,                 2.2399,                 1.1665,                 1.0072,              0.0013129,              0.0013129,              0.0013129
                    350,                 1.5211,                0.79685,                0.88489,                0.89603,                0.67609,                0.81342,                0.27739,                 2.2645,                 1.1679,                 1.0241,               0.001311,               0.001311,               0.001311
                    351,                 1.3639,                0.72824,                0.86652,                0.89603,                0.67609,                0.81342,                0.27739,                 2.2645,                 1.1679,                 1.0241,               0.001309,               0.001309,               0.001309
                    352,                 1.5411,                0.76498,                0.83105,                0.72399,                0.66867,                0.69083,                0.24689,                 2.2999,                 1.2382,                 1.0348,               0.001307,               0.001307,               0.001307
                    353,                 1.5148,                0.76458,                0.85518,                0.72399,                0.66867,                0.69083,                0.24689,                 2.2999,                 1.2382,                 1.0348,               0.001305,               0.001305,               0.001305
                    354,                 1.4731,                0.77206,                0.85646,                0.74957,                0.68627,                0.74867,                0.24899,                 2.3084,                  1.285,                 1.0299,               0.001303,               0.001303,               0.001303
                    355,                 1.3158,                0.71846,                0.85569,                0.74957,                0.68627,                0.74867,                0.24899,                 2.3084,                  1.285,                 1.0299,              0.0013011,              0.0013011,              0.0013011
                    356,                 1.5806,                0.76611,                0.84204,                0.73449,                0.72549,                0.73844,                0.25722,                 2.2445,                 1.3571,                 1.0089,              0.0012991,              0.0012991,              0.0012991
                    357,                 1.2964,                0.70171,                0.87204,                0.73449,                0.72549,                0.73844,                0.25722,                 2.2445,                 1.3571,                 1.0089,              0.0012971,              0.0012971,              0.0012971
                    358,                 1.3875,                0.75318,                0.85606,                0.72475,                0.70588,                0.74495,                  0.268,                 2.2237,                 1.4295,                0.99363,              0.0012951,              0.0012951,              0.0012951
                    359,                 1.4645,                0.74019,                0.87792,                0.72475,                0.70588,                0.74495,                  0.268,                 2.2237,                 1.4295,                0.99363,              0.0012931,              0.0012931,              0.0012931
                    360,                 1.5221,                0.75617,                0.85265,                0.77453,                0.58824,                0.72274,                0.27167,                 2.2346,                 1.4845,                0.99657,              0.0012912,              0.0012912,              0.0012912
                    361,                 1.6735,                0.82625,                0.83371,                0.77453,                0.58824,                0.72274,                0.27167,                 2.2346,                 1.4845,                0.99657,              0.0012892,              0.0012892,              0.0012892
                    362,                 1.5115,                0.75129,                 0.8454,                 0.6975,                0.60784,                0.72035,                0.26692,                 2.2938,                 1.5134,                  1.011,              0.0012872,              0.0012872,              0.0012872
                    363,                 1.4862,                0.73739,                0.84561,                 0.6975,                0.60784,                0.72035,                0.26692,                 2.2938,                 1.5134,                  1.011,              0.0012852,              0.0012852,              0.0012852
                    364,                 1.3995,                0.69732,                 0.8488,                0.68138,                0.64706,                0.70771,                0.25565,                 2.3397,                 1.5032,                 1.0262,              0.0012832,              0.0012832,              0.0012832
                    365,                 1.3852,                0.70232,                0.83941,                0.68138,                0.64706,                0.70771,                0.25565,                 2.3397,                 1.5032,                 1.0262,              0.0012813,              0.0012813,              0.0012813
                    366,                 1.2308,                0.67105,                0.87447,                0.77913,                 0.6226,                0.73293,                0.23547,                 2.3649,                 1.4385,                   1.04,              0.0012793,              0.0012793,              0.0012793
                    367,                 1.5978,                0.75336,                0.84006,                0.77913,                 0.6226,                0.73293,                0.23547,                 2.3649,                 1.4385,                   1.04,              0.0012773,              0.0012773,              0.0012773
                    368,                 1.2361,                0.73109,                0.85628,                0.68967,                0.65374,                0.68305,                0.23384,                 2.3282,                 1.3405,                 1.0412,              0.0012753,              0.0012753,              0.0012753
                    369,                 1.5235,                0.73963,                   0.87,                0.68967,                0.65374,                0.68305,                0.23384,                 2.3282,                 1.3405,                 1.0412,              0.0012733,              0.0012733,              0.0012733
                    370,                 1.4304,                0.78245,                0.84746,                 0.6772,                0.66667,                0.68186,                0.25851,                 2.2505,                 1.2505,                 1.0254,              0.0012714,              0.0012714,              0.0012714
                    371,                 1.7887,                0.81405,                0.86367,                 0.6772,                0.66667,                0.68186,                0.25851,                 2.2505,                 1.2505,                 1.0254,              0.0012694,              0.0012694,              0.0012694
                    372,                 1.7384,                0.81608,                0.84839,                0.71356,                0.68627,                0.72104,                0.26646,                 2.1948,                 1.2401,                 1.0038,              0.0012674,              0.0012674,              0.0012674
                    373,                 1.3718,                0.69493,                0.85949,                0.71356,                0.68627,                0.72104,                0.26646,                 2.1948,                 1.2401,                 1.0038,              0.0012654,              0.0012654,              0.0012654
                    374,                 1.5507,                0.73669,                0.86428,                0.74349,                0.68207,                  0.753,                0.29001,                 2.2106,                 1.2603,                0.99341,              0.0012634,              0.0012634,              0.0012634
                    375,                 1.5356,                0.78935,                0.85709,                0.74349,                0.68207,                  0.753,                0.29001,                 2.2106,                 1.2603,                0.99341,              0.0012615,              0.0012615,              0.0012615
